model	length
AT5G67080.1	345
AT5G65240.2	641
AT5G65240.1	608
AT5G14470.1	367
AT5G37410.1	616
AT5G61000.1	630
AT5G11650.1	391
AT5G15210.1	272
AT5G09660.4	364
AT5G09660.1	355
AT5G09660.3	343
AT5G09660.2	334
AT5G62330.1	171
AT5G03840.1	178
AT5G46470.1	1128
AT5G41290.1	288
AT5G18570.1	682
AT5G01800.1	218
AT5G66020.1	594
AT5G24355.1	114
AT5G48953.1	86
AT5G60800.2	303
AT5G60800.1	284
AT5G52720.1	112
AT5G21120.1	519
AT5G40850.1	370
AT5G40850.2	352
AT5G27730.1	473
AT5G07200.1	381
AT5G42242.1	121
AT5G54150.1	161
AT5G58110.1	197
AT5G22570.1	290
AT5G12480.1	536
AT5G12480.2	442
AT5G39160.1	223
AT5G39160.3	219
AT5G39160.2	201
AT5G53090.1	376
AT5G27780.1	143
AT5G18040.1	253
AT5G44970.1	390
AT5G02410.1	510
AT5G59340.1	261
AT5G41300.1	288
AT5G20340.1	355
AT5G48270.1	323
AT5G62220.1	518
AT5G07310.1	264
AT5G04550.1	600
AT5G48950.1	158
AT5G48950.2	128
AT5G01170.1	569
AT5G05900.1	451
AT5G09550.1	446
AT5G59260.1	675
AT5G56050.1	284
AT5G60840.1	208
AT5G37810.1	284
AT5G17060.1	193
AT5G17810.1	269
AT5G17810.2	269
AT5G66750.1	765
AT5G07220.1	304
AT5G10690.1	581
AT5G28642.1	50
AT5G39820.1	338
AT5G02630.1	429
AT5G48130.1	626
AT5G25570.3	132
AT5G25570.1	100
AT5G25570.2	100
AT5G05080.1	252
AT5G05080.2	252
AT5G49470.2	832
AT5G49470.3	771
AT5G49470.4	745
AT5G49470.1	484
AT5G16080.1	345
AT5G28460.1	767
AT5G59900.1	908
AT5G05965.1	132
AT5G42830.1	451
AT5G23720.1	930
AT5G23720.3	921
AT5G23720.2	846
AT5G65670.1	339
AT5G65670.2	337
AT5G51540.1	707
AT5G43180.1	240
AT5G64260.1	306
AT5G12460.1	442
AT5G51640.1	502
AT5G56310.1	531
AT5G24593.1	84
AT5G11740.1	62
AT5G02580.1	92
AT5G02580.2	67
AT5G63860.1	441
AT5G21110.1	93
AT5G11890.1	288
AT5G17120.1	208
AT5G01960.1	427
AT5G61030.1	310
AT5G18430.1	363
AT5G64000.1	348
AT5G38980.1	93
AT5G01190.1	559
AT5G09530.1	371
AT5G07340.2	541
AT5G07340.1	533
AT5G25170.1	219
AT5G16940.1	136
AT5G16940.2	136
AT5G21950.1	309
AT5G37010.1	638
AT5G43900.3	1566
AT5G43900.2	1563
AT5G43900.1	1506
AT5G23850.1	543
AT5G36120.1	175
AT5G39280.1	260
AT5G37780.3	176
AT5G37780.2	165
AT5G37780.1	150
AT5G15820.1	349
AT5G65450.1	732
AT5G43755.1	177
AT5G52760.1	127
AT5G37240.1	159
AT5G09330.1	490
AT5G09330.2	490
AT5G09330.3	490
AT5G09330.4	490
AT5G17690.1	446
AT5G17930.1	785
AT5G67490.1	109
AT5G54260.1	721
AT5G53940.1	130
AT5G03000.1	355
AT5G03890.1	180
AT5G05510.1	472
AT5G45113.1	415
AT5G22608.2	97
AT5G22608.1	89
AT5G22608.3	79
AT5G37500.1	821
AT5G19810.1	250
AT5G02510.1	180
AT5G67390.1	177
AT5G67390.2	177
AT5G25930.1	1006
AT5G47480.1	1351
AT5G55056.1	43
AT5G04320.2	471
AT5G04320.1	420
AT5G59370.1	378
AT5G59370.2	378
AT5G46080.1	333
AT5G55920.1	683
AT5G15280.1	1228
AT5G09700.1	527
AT5G22620.1	483
AT5G22620.2	483
AT5G22620.3	461
AT5G36950.1	587
AT5G17160.1	570
AT5G51220.1	282
AT5G47330.1	315
AT5G03450.1	631
AT5G01380.1	324
AT5G26040.2	388
AT5G26040.1	360
AT5G13030.1	634
AT5G35450.1	902
AT5G45810.1	484
AT5G63410.1	681
AT5G55930.1	756
AT5G51530.1	1150
AT5G09380.1	273
AT5G44290.1	645
AT5G44290.2	645
AT5G44290.3	645
AT5G44290.4	645
AT5G43935.1	294
AT5G62210.1	224
AT5G15725.1	96
AT5G60500.1	272
AT5G55170.1	112
AT5G38140.1	196
AT5G20330.1	346
AT5G53200.1	107
AT5G22100.1	376
AT5G30341.1	154
AT5G13610.1	403
AT5G44760.1	479
AT5G21430.1	219
AT5G21430.2	218
AT5G57815.1	79
AT5G47650.1	279
AT5G60850.1	308
AT5G16480.1	205
AT5G18760.1	412
AT5G24250.1	227
AT5G49220.1	410
AT5G36662.1	119
AT5G51140.2	411
AT5G51140.1	396
AT5G27490.1	283
AT5G66260.1	100
AT5G11460.1	345
AT5G27967.1	49
AT5G03680.1	592
AT5G42820.1	284
AT5G42820.2	284
AT5G46950.1	175
AT5G06839.3	461
AT5G06839.2	419
AT5G06839.1	418
AT5G59160.1	313
AT5G59160.2	313
AT5G59160.3	313
AT5G57380.1	621
AT5G62310.1	1169
AT5G14760.1	652
AT5G55590.1	381
AT5G66780.1	122
AT5G47260.1	949
AT5G08000.1	195
AT5G64520.1	373
AT5G64520.2	343
AT5G64520.3	296
AT5G14590.1	486
AT5G26850.1	984
AT5G26850.2	984
AT5G26850.3	984
AT5G26850.4	984
AT5G35570.1	653
AT5G40030.1	500
AT5G41110.1	622
AT5G49830.2	815
AT5G49830.3	784
AT5G49830.1	753
AT5G08400.1	334
AT5G08400.2	301
AT5G42010.1	710
AT5G13200.1	273
AT5G59020.1	781
AT5G47200.1	203
AT5G55893.1	267
AT5G33421.1	34
AT5G46540.1	1249
AT5G22960.1	191
AT5G63280.1	272
AT5G26690.1	115
AT5G04750.1	95
AT5G04750.2	75
AT5G60750.1	348
AT5G04630.1	510
AT5G65380.1	487
AT5G09290.1	346
AT5G16980.2	306
AT5G16980.1	240
AT5G62730.1	590
AT5G45470.1	867
AT5G52880.1	270
AT5G54430.1	243
AT5G58500.1	183
AT5G54360.1	271
AT5G65160.1	594
AT5G65060.1	197
AT5G65060.2	186
AT5G64560.1	395
AT5G64560.2	379
AT5G36430.1	119
AT5G46150.1	344
AT5G46150.2	344
AT5G43822.1	196
AT5G40340.1	1009
AT5G09800.1	410
AT5G09510.1	153
AT5G09510.2	119
AT5G09960.1	113
AT5G47080.1	288
AT5G47080.4	283
AT5G47080.2	257
AT5G47080.3	254
AT5G38580.1	169
AT5G24390.1	529
AT5G65120.1	318
AT5G54900.1	388
AT5G49810.1	1072
AT5G41160.1	359
AT5G38130.1	463
AT5G65950.1	1191
AT5G54050.1	581
AT5G25230.1	974
AT5G10240.1	579
AT5G10240.2	578
AT5G14360.1	164
AT5G50440.1	220
AT5G24650.1	260
AT5G37640.1	323
AT5G03100.1	308
AT5G42520.1	343
AT5G42520.2	339
AT5G42520.3	283
AT5G42020.1	669
AT5G42020.2	614
AT5G51330.1	640
AT5G39980.1	679
AT5G39380.1	508
AT5G45620.1	387
AT5G45620.2	351
AT5G43150.1	92
AT5G01500.1	416
AT5G39450.1	580
AT5G66560.1	669
AT5G51820.1	624
AT5G41330.1	459
AT5G53720.1	101
AT5G44820.1	368
AT5G17090.1	231
AT5G62620.1	682
AT5G62620.2	597
AT5G21130.1	282
AT5G28510.1	534
AT5G54530.1	162
AT5G42430.1	396
AT5G67130.1	427
AT5G37950.1	352
AT5G37950.2	346
AT5G42510.1	183
AT5G24314.2	170
AT5G24314.1	162
AT5G20360.1	810
AT5G26080.1	142
AT5G09860.1	600
AT5G09860.2	599
AT5G39790.1	274
AT5G39581.1	49
AT5G04890.1	367
AT5G17630.1	418
AT5G37360.1	310
AT5G54585.1	133
AT5G02240.1	254
AT5G17720.1	444
AT5G62627.1	82
AT5G43050.1	159
AT5G62000.1	860
AT5G62000.2	860
AT5G62000.3	860
AT5G62000.4	854
AT5G46660.1	306
AT5G14550.1	378
AT5G14550.2	347
AT5G39090.1	449
AT5G53000.1	406
AT5G63905.1	77
AT5G44470.1	109
AT5G66040.1	121
AT5G66040.2	66
AT5G02700.1	457
AT5G44500.1	255
AT5G44500.2	255
AT5G08560.1	590
AT5G08560.2	590
AT5G35917.1	491
AT5G42970.1	398
AT5G06570.1	330
AT5G06570.2	330
AT5G65533.1	69
AT5G44190.1	387
AT5G44306.1	58
AT5G62800.1	349
AT5G16610.2	674
AT5G16610.1	530
AT5G16453.1	89
AT5G48840.1	311
AT5G10950.1	396
AT5G24490.1	309
AT5G20720.1	254
AT5G20720.2	254
AT5G20720.3	254
AT5G61820.1	476
AT5G14240.1	257
AT5G39920.1	108
AT5G56210.1	510
AT5G01590.1	528
AT5G04060.1	601
AT5G62550.1	488
AT5G16860.1	851
AT5G11960.1	345
AT5G28010.1	167
AT5G58770.1	311
AT5G53830.1	244
AT5G60670.1	167
AT5G09720.1	295
AT5G61490.1	261
AT5G59330.1	88
AT5G36770.1	334
AT5G45260.1	1289
AT5G45260.2	1188
AT5G58375.1	86
AT5G62170.1	704
AT5G50750.1	365
AT5G63110.1	472
AT5G50340.1	588
AT5G40350.1	215
AT5G50520.1	541
AT5G35753.1	591
AT5G56840.1	234
AT5G42325.1	234
AT5G35490.1	59
AT5G01090.1	354
AT5G49230.1	212
AT5G49920.1	289
AT5G17260.1	477
AT5G02440.1	177
AT5G37050.1	166
AT5G60650.1	148
AT5G46300.1	209
AT5G41070.1	394
AT5G19010.1	568
AT5G52350.1	587
AT5G02020.1	150
AT5G02020.2	138
AT5G17300.1	388
AT5G13350.1	588
AT5G59970.1	104
AT5G03630.1	436
AT5G11530.1	1097
AT5G38470.1	379
AT5G38470.2	333
AT5G44635.1	832
AT5G57590.1	834
AT5G26749.2	167
AT5G26749.1	148
AT5G24740.1	3465
AT5G24740.2	390
AT5G20940.1	627
AT5G58330.1	444
AT5G58330.2	443
AT5G58330.3	335
AT5G08480.2	174
AT5G08480.1	143
AT5G63950.1	1091
AT5G22400.1	467
AT5G05580.1	436
AT5G05580.2	383
AT5G55220.1	548
AT5G39865.1	391
AT5G25090.1	187
AT5G35630.1	431
AT5G35630.2	431
AT5G35630.3	431
AT5G26780.2	534
AT5G26780.3	534
AT5G26780.1	518
AT5G07060.1	364
AT5G07060.2	356
AT5G10920.1	518
AT5G56510.1	597
AT5G28720.1	114
AT5G07510.1	194
AT5G07510.3	186
AT5G07510.2	182
AT5G10320.1	404
AT5G10320.2	403
AT5G10320.3	333
AT5G06190.2	78
AT5G06190.1	67
AT5G62120.1	146
AT5G61690.1	920
AT5G13390.1	1124
AT5G40820.1	2703
AT5G48990.1	373
AT5G11580.1	554
AT5G52980.1	223
AT5G41610.1	811
AT5G41610.2	743
AT5G65960.1	394
AT5G15270.1	549
AT5G15270.2	549
AT5G13150.1	654
AT5G61150.1	626
AT5G61150.2	624
AT5G05060.1	173
AT5G15090.1	275
AT5G15090.2	275
AT5G46280.1	777
AT5G14870.1	707
AT5G48860.1	176
AT5G03920.1	175
AT5G18780.1	442
AT5G18780.2	442
AT5G25760.1	158
AT5G25760.2	158
AT5G06750.1	394
AT5G06750.3	394
AT5G06750.2	312
AT5G09490.1	153
AT5G49930.1	1081
AT5G55310.1	918
AT5G47390.1	366
AT5G54980.1	195
AT5G02140.1	295
AT5G60990.1	457
AT5G64530.1	188
AT5G09560.1	613
AT5G53700.1	252
AT5G05030.1	364
AT5G51460.1	386
AT5G51460.3	386
AT5G51460.2	385
AT5G23970.1	429
AT5G66675.1	413
AT5G09360.1	570
AT5G40840.2	811
AT5G40840.1	810
AT5G40840.3	679
AT5G16420.1	536
AT5G49820.1	498
AT5G47950.1	427
AT5G55950.1	399
AT5G52390.1	196
AT5G51040.3	198
AT5G51040.1	189
AT5G51040.2	185
AT5G28237.1	466
AT5G59250.1	559
AT5G07590.1	459
AT5G37610.1	164
AT5G25860.1	449
AT5G37250.1	193
AT5G05640.1	324
AT5G42260.1	508
AT5G60140.1	329
AT5G57930.2	444
AT5G57930.1	441
AT5G45990.1	674
AT5G45410.1	343
AT5G45410.2	343
AT5G45410.3	343
AT5G01390.1	336
AT5G01390.4	297
AT5G01390.2	278
AT5G01390.3	239
AT5G02540.1	332
AT5G45630.1	115
AT5G38300.1	264
AT5G03995.1	86
AT5G63400.1	247
AT5G63400.2	191
AT5G35370.1	873
AT5G61710.1	156
AT5G49150.1	915
AT5G26650.1	367
AT5G10570.1	316
AT5G66230.2	546
AT5G66230.1	330
AT5G48040.1	423
AT5G52450.1	487
AT5G63610.1	471
AT5G13220.1	198
AT5G13220.2	186
AT5G13220.3	186
AT5G13220.4	168
AT5G19910.2	227
AT5G19910.1	197
AT5G18170.1	412
AT5G35200.1	545
AT5G54390.1	374
AT5G26130.1	167
AT5G65010.2	580
AT5G65010.1	579
AT5G58050.1	754
AT5G45060.1	1166
AT5G45200.1	1262
AT5G26717.1	82
AT5G40220.1	325
AT5G03290.1	375
AT5G56580.1	357
AT5G41700.4	150
AT5G41700.1	149
AT5G41700.2	149
AT5G41700.5	149
AT5G41700.3	146
AT5G60740.1	1110
AT5G45590.1	174
AT5G56390.1	429
AT5G24710.1	1378
AT5G55160.2	117
AT5G55160.1	104
AT5G36780.1	577
AT5G53451.1	35
AT5G48945.1	92
AT5G17510.1	370
AT5G20970.1	250
AT5G49960.1	825
AT5G05660.1	881
AT5G61070.1	683
AT5G15180.1	330
AT5G20580.1	349
AT5G20580.2	349
AT5G52060.1	343
AT5G49650.1	559
AT5G49650.2	427
AT5G42750.1	338
AT5G17165.1	117
AT5G01110.1	730
AT5G08565.1	117
AT5G08565.2	117
AT5G05400.1	875
AT5G39320.1	481
AT5G05365.1	78
AT5G42090.1	440
AT5G13760.1	570
AT5G41830.1	464
AT5G43518.1	91
AT5G60460.1	110
AT5G42560.1	297
AT5G42560.2	286
AT5G42560.3	286
AT5G03220.1	169
AT5G52890.2	386
AT5G52890.1	358
AT5G48000.1	519
AT5G48000.2	478
AT5G48000.3	478
AT5G48000.4	478
AT5G48000.5	478
AT5G35737.1	124
AT5G20000.1	420
AT5G56930.1	676
AT5G04400.1	396
AT5G43360.1	522
AT5G26280.1	351
AT5G26280.2	328
AT5G15760.1	184
AT5G42990.1	162
AT5G08540.1	347
AT5G48280.1	146
AT5G12410.1	377
AT5G23300.1	461
AT5G64620.1	181
AT5G52780.1	169
AT5G49980.1	620
AT5G25850.1	482
AT5G49060.1	355
AT5G01040.1	585
AT5G50790.1	290
AT5G19860.1	182
AT5G14610.1	713
AT5G14610.2	646
AT5G28590.1	217
AT5G07470.1	203
AT5G03090.1	98
AT5G11730.1	387
AT5G60142.1	347
AT5G14670.1	189
AT5G02900.1	481
AT5G40810.1	308
AT5G40810.2	261
AT5G37820.1	284
AT5G01870.1	117
AT5G24220.1	377
AT5G49620.2	322
AT5G49620.1	308
AT5G66580.1	157
AT5G57400.1	156
AT5G03070.1	520
AT5G02220.1	73
AT5G17800.1	324
AT5G41600.1	258
AT5G03640.1	927
AT5G03770.1	448
AT5G51440.1	211
AT5G59290.2	358
AT5G59290.1	343
AT5G26720.1	135
AT5G54710.1	599
AT5G45950.1	358
AT5G57250.1	972
AT5G22590.1	305
AT5G13790.1	269
AT5G39080.1	464
AT5G20430.1	123
AT5G01470.2	246
AT5G01470.1	242
AT5G01470.3	240
AT5G60180.1	328
AT5G04853.1	59
AT5G27940.1	158
AT5G05370.1	73
AT5G19510.1	225
AT5G36680.1	334
AT5G09760.1	552
AT5G42330.1	206
AT5G53790.1	381
AT5G18636.1	368
AT5G48140.1	396
AT5G04470.1	128
AT5G62160.1	356
AT5G23650.1	338
AT5G44910.1	242
AT5G38930.1	224
AT5G10760.1	465
AT5G66730.1	501
AT5G08670.1	557
AT5G10170.1	511
AT5G45930.1	419
AT5G53390.1	487
AT5G18220.1	489
AT5G57700.3	359
AT5G57700.1	353
AT5G57700.4	349
AT5G57700.2	348
AT5G02910.1	459
AT5G02910.2	354
AT5G60950.1	205
AT5G20040.3	470
AT5G20040.1	464
AT5G20040.2	460
AT5G59470.1	240
AT5G59470.2	149
AT5G47820.1	1036
AT5G47820.2	1036
AT5G20380.1	518
AT5G64343.1	21
AT5G61850.1	421
AT5G48190.1	103
AT5G16150.1	547
AT5G16150.2	547
AT5G16150.3	547
AT5G55380.1	342
AT5G27340.1	239
AT5G62650.1	530
AT5G62970.1	450
AT5G36330.1	123
AT5G17500.1	527
AT5G18750.1	885
AT5G39910.1	374
AT5G41940.1	550
AT5G53600.1	112
AT5G25120.1	497
AT5G37470.1	630
AT5G24360.2	888
AT5G24360.1	882
AT5G24360.3	868
AT5G05730.2	625
AT5G05730.1	596
AT5G48770.1	1191
AT5G44040.1	417
AT5G59305.1	77
AT5G05440.1	204
AT5G65930.3	1267
AT5G65930.2	1261
AT5G65930.1	1260
AT5G23230.1	199
AT5G03780.1	421
AT5G22875.1	70
AT5G22875.2	70
AT5G11670.1	589
AT5G45080.1	393
AT5G19840.2	550
AT5G19840.1	506
AT5G58140.1	916
AT5G58140.2	916
AT5G58140.3	899
AT5G58140.4	690
AT5G53170.1	807
AT5G65005.1	264
AT5G12330.4	408
AT5G12330.1	321
AT5G12330.2	321
AT5G12330.3	227
AT5G35690.1	604
AT5G46360.1	261
AT5G46360.2	261
AT5G18630.1	359
AT5G18630.2	358
AT5G18630.3	287
AT5G08490.1	850
AT5G17280.1	136
AT5G39460.1	572
AT5G60964.1	113
AT5G36290.1	294
AT5G36290.2	294
AT5G06650.1	192
AT5G29807.1	85
AT5G08660.1	650
AT5G15900.1	427
AT5G01220.1	511
AT5G42170.1	370
AT5G24850.1	527
AT5G27320.1	345
AT5G40330.1	220
AT5G23989.1	31
AT5G40590.1	235
AT5G26340.1	527
AT5G25600.1	332
AT5G53590.1	143
AT5G58710.1	205
AT5G61340.1	327
AT5G56330.1	351
AT5G17150.1	203
AT5G23420.1	242
AT5G23420.2	158
AT5G44070.1	486
AT5G48500.1	168
AT5G57230.1	161
AT5G11700.2	1477
AT5G11700.1	1420
AT5G02860.1	820
AT5G54480.1	721
AT5G55730.1	425
AT5G55730.2	425
AT5G67230.1	493
AT5G59820.1	163
AT5G27240.1	1105
AT5G09280.1	298
AT5G48970.1	340
AT5G58930.1	522
AT5G41350.1	213
AT5G15720.1	365
AT5G15550.1	434
AT5G15550.2	403
AT5G42567.1	116
AT5G57240.1	380
AT5G57240.2	380
AT5G24352.1	80
AT5G24352.2	72
AT5G07110.1	217
AT5G13750.1	479
AT5G13750.3	412
AT5G13750.2	393
AT5G51500.1	541
AT5G07225.1	235
AT5G58630.1	373
AT5G01620.3	458
AT5G01620.1	450
AT5G01620.2	450
AT5G18540.1	169
AT5G18540.2	167
AT5G57850.1	374
AT5G51060.1	906
AT5G25880.1	589
AT5G13990.1	696
AT5G06720.1	336
AT5G01020.1	411
AT5G65610.1	251
AT5G57910.1	208
AT5G15130.1	549
AT5G55810.2	265
AT5G55810.1	239
AT5G11540.1	586
AT5G51030.1	315
AT5G06540.1	623
AT5G10260.1	208
AT5G16550.1	250
AT5G27080.1	467
AT5G23290.1	152
AT5G64200.1	304
AT5G64200.2	304
AT5G10040.1	88
AT5G07450.1	217
AT5G55620.1	102
AT5G47640.1	191
AT5G43185.1	84
AT5G42200.1	164
AT5G48340.1	511
AT5G48340.2	507
AT5G43245.1	46
AT5G28463.1	132
AT5G44316.1	471
AT5G07180.1	968
AT5G46220.1	463
AT5G26770.1	336
AT5G26770.2	336
AT5G26770.3	316
AT5G09390.1	352
AT5G09390.2	350
AT5G63750.1	537
AT5G37930.1	350
AT5G54420.1	92
AT5G41640.1	198
AT5G44400.1	538
AT5G42760.2	365
AT5G42760.1	349
AT5G23550.1	176
AT5G27210.1	298
AT5G26230.1	342
AT5G15440.1	294
AT5G21150.1	897
AT5G38100.1	360
AT5G38100.2	250
AT5G15450.1	969
AT5G48660.1	220
AT5G49870.1	602
AT5G20400.1	349
AT5G58670.1	562
AT5G58784.1	303
AT5G41614.1	40
AT5G03545.1	71
AT5G44580.1	99
AT5G12180.1	529
AT5G15850.1	356
AT5G44720.1	309
AT5G44720.2	231
AT5G28380.1	391
AT5G10310.1	123
AT5G24900.1	526
AT5G61040.1	591
AT5G18475.1	507
AT5G58480.1	477
AT5G50590.1	300
AT5G40382.1	66
AT5G67050.1	478
AT5G22890.1	374
AT5G05330.1	221
AT5G05330.3	169
AT5G05330.2	158
AT5G19210.2	473
AT5G19210.1	316
AT5G37850.1	344
AT5G37850.3	316
AT5G37850.2	310
AT5G61350.1	843
AT5G48030.1	457
AT5G04930.1	1159
AT5G61140.2	2158
AT5G61140.1	2147
AT5G39180.1	222
AT5G42950.1	1715
AT5G44180.1	1695
AT5G44180.2	1508
AT5G38430.1	182
AT5G41401.1	55
AT5G25990.1	102
AT5G46550.1	495
AT5G18150.1	77
AT5G15470.1	533
AT5G25460.1	370
AT5G60548.1	26
AT5G15870.1	746
AT5G62940.1	373
AT5G24030.1	636
AT5G16430.1	86
AT5G43960.1	451
AT5G43960.2	392
AT5G49730.1	739
AT5G39560.1	404
AT5G09976.1	81
AT5G66200.1	652
AT5G07840.1	176
AT5G40970.1	70
AT5G43700.1	187
AT5G06160.1	505
AT5G56530.1	421
AT5G56530.2	421
AT5G58180.1	200
AT5G58180.2	200
AT5G43940.2	392
AT5G43940.1	380
AT5G05100.1	325
AT5G28540.1	670
AT5G10540.1	702
AT5G25540.1	176
AT5G50140.1	536
AT5G13560.1	680
AT5G60350.1	292
AT5G23610.2	501
AT5G23610.1	500
AT5G38480.1	256
AT5G38480.2	255
AT5G44440.1	534
AT5G59570.1	299
AT5G37890.1	287
AT5G41071.1	61
AT5G51480.1	593
AT5G42030.1	280
AT5G08535.1	142
AT5G08535.2	117
AT5G38150.1	580
AT5G05540.1	467
AT5G05540.2	353
AT5G27440.1	217
AT5G11220.1	266
AT5G28470.1	560
AT5G61310.1	65
AT5G61310.2	65
AT5G61310.3	65
AT5G61310.4	65
AT5G10600.1	517
AT5G62950.1	140
AT5G62950.3	140
AT5G62950.2	107
AT5G48900.1	418
AT5G09630.1	387
AT5G49780.1	858
AT5G07500.1	246
AT5G01980.1	494
AT5G20910.1	311
AT5G35069.1	61
AT5G11980.1	570
AT5G02390.1	836
AT5G02390.2	752
AT5G14410.1	134
AT5G50630.1	541
AT5G43210.1	171
AT5G35520.1	239
AT5G48830.2	518
AT5G48830.1	512
AT5G48230.2	404
AT5G48230.1	399
AT5G38460.1	534
AT5G38460.2	534
AT5G18661.1	53
AT5G04310.1	519
AT5G10990.1	149
AT5G59710.1	615
AT5G17990.1	445
AT5G20740.1	206
AT5G37020.1	812
AT5G37020.2	774
AT5G07460.1	219
AT5G47290.1	97
AT5G48385.1	559
AT5G53742.1	116
AT5G42870.1	931
AT5G42870.2	926
AT5G63065.1	64
AT5G35604.1	299
AT5G13650.2	677
AT5G13650.1	676
AT5G66930.3	252
AT5G66930.2	216
AT5G66930.1	158
AT5G19850.1	360
AT5G10530.1	652
AT5G65320.1	297
AT5G63085.1	82
AT5G25030.1	194
AT5G54145.1	64
AT5G22370.1	299
AT5G22370.2	299
AT5G39500.1	1444
AT5G60100.2	523
AT5G60100.1	496
AT5G60100.3	496
AT5G46710.1	227
AT5G23411.1	49
AT5G54130.2	437
AT5G54130.4	352
AT5G54130.3	350
AT5G25750.1	72
AT5G19710.1	115
AT5G61050.1	253
AT5G40750.1	298
AT5G35603.2	161
AT5G35603.3	129
AT5G35603.1	118
AT5G57010.1	496
AT5G39350.1	678
AT5G58530.1	274
AT5G26120.1	675
AT5G11420.1	367
AT5G47170.1	151
AT5G11170.1	428
AT5G11170.2	345
AT5G03345.1	105
AT5G03345.2	105
AT5G40940.1	425
AT5G52380.1	269
AT5G55530.1	406
AT5G55530.2	406
AT5G55530.3	406
AT5G20650.1	147
AT5G04267.1	44
AT5G06260.1	425
AT5G57390.1	559
AT5G35920.1	156
AT5G57000.1	188
AT5G57000.2	187
AT5G50830.2	283
AT5G50830.1	282
AT5G17770.1	282
AT5G18407.1	75
AT5G02590.1	327
AT5G25060.1	947
AT5G53880.1	67
AT5G05140.1	437
AT5G35400.2	472
AT5G35400.1	421
AT5G57340.2	257
AT5G57340.1	239
AT5G06890.1	67
AT5G66700.1	229
AT5G47455.4	117
AT5G47455.3	107
AT5G47455.2	105
AT5G47455.5	105
AT5G47455.1	101
AT5G47455.6	101
AT5G47455.7	101
AT5G45570.1	922
AT5G44578.1	104
AT5G10840.1	649
AT5G10400.1	137
AT5G25757.1	515
AT5G17880.1	1198
AT5G52190.1	209
AT5G02180.1	551
AT5G61590.1	202
AT5G01520.1	243
AT5G01520.2	173
AT5G60880.1	263
AT5G60880.2	209
AT5G18160.1	380
AT5G01670.2	350
AT5G01670.1	323
AT5G61880.1	114
AT5G61880.2	114
AT5G43640.1	150
AT5G27950.1	626
AT5G38730.1	597
AT5G64395.1	32
AT5G51280.1	592
AT5G63510.2	280
AT5G63510.1	253
AT5G05240.1	531
AT5G02080.1	271
AT5G56660.1	440
AT5G54810.1	471
AT5G47560.1	541
AT5G57460.1	647
AT5G40960.1	69
AT5G50050.1	176
AT5G22300.1	356
AT5G07600.1	231
AT5G07810.1	1191
AT5G64350.1	113
AT5G12970.1	770
AT5G66620.1	645
AT5G62240.1	378
AT5G37520.1	200
AT5G44060.1	151
AT5G65790.1	375
AT5G45940.1	223
AT5G45940.2	164
AT5G20030.1	327
AT5G63730.1	507
AT5G38180.1	96
AT5G17233.1	38
AT5G54880.1	395
AT5G58850.1	431
AT5G49910.1	719
AT5G50915.1	287
AT5G50915.2	287
AT5G15610.1	443
AT5G15610.2	414
AT5G18200.1	352
AT5G46330.1	1174
AT5G20480.1	1032
AT5G57450.1	305
AT5G57450.2	305
AT5G48800.1	615
AT5G42235.1	85
AT5G25950.1	433
AT5G26200.1	343
AT5G59990.1	242
AT5G59990.2	188
AT5G64552.1	25
AT5G54010.1	454
AT5G53895.1	130
AT5G47720.2	416
AT5G47720.4	416
AT5G47720.5	413
AT5G47720.1	406
AT5G47720.3	406
AT5G45650.1	792
AT5G35995.1	456
AT5G35995.2	456
AT5G19570.1	138
AT5G03850.1	65
AT5G40090.1	460
AT5G22170.1	180
AT5G04780.1	636
AT5G45840.2	707
AT5G45840.1	669
AT5G27030.2	1135
AT5G27030.1	1109
AT5G28150.1	290
AT5G23180.1	139
AT5G45170.1	373
AT5G64680.3	212
AT5G64680.1	204
AT5G64680.2	204
AT5G45070.1	355
AT5G23390.1	731
AT5G51080.1	323
AT5G51080.2	323
AT5G51080.3	260
AT5G66005.3	193
AT5G66005.2	165
AT5G66005.1	148
AT5G19550.1	406
AT5G63640.1	448
AT5G23250.1	342
AT5G23250.2	298
AT5G26050.1	161
AT5G27120.1	534
AT5G43330.1	333
AT5G09680.1	212
AT5G09680.2	212
AT5G58440.1	588
AT5G17440.1	405
AT5G17960.1	600
AT5G20080.1	329
AT5G18620.2	1073
AT5G18620.1	1070
AT5G08720.1	720
AT5G43780.1	470
AT5G25220.1	432
AT5G25220.2	420
AT5G17070.1	278
AT5G49880.1	727
AT5G45973.1	37
AT5G14860.1	493
AT5G38760.1	68
AT5G18050.1	91
AT5G51050.1	488
AT5G03690.1	394
AT5G03690.2	360
AT5G13930.1	396
AT5G61610.1	295
AT5G64090.1	449
AT5G01280.1	461
AT5G08630.1	724
AT5G50490.1	187
AT5G50910.1	117
AT5G22730.1	467
AT5G63830.1	406
AT5G63760.1	453
AT5G63760.2	453
AT5G06760.1	159
AT5G44210.1	201
AT5G42000.1	155
AT5G42000.2	110
AT5G09670.1	547
AT5G09670.2	547
AT5G49760.1	954
AT5G25110.1	489
AT5G48010.2	767
AT5G48010.1	759
AT5G09870.1	1070
AT5G12050.1	363
AT5G48810.1	141
AT5G25425.1	114
AT5G57050.1	424
AT5G57050.2	384
AT5G66370.1	151
AT5G40740.1	742
AT5G60130.1	301
AT5G60130.2	301
AT5G45830.1	292
